Gene,Batch,FbID,Condition,Count,Z
CG3051,3,FBgn0023169,Day 1,236,3.0304937151267524
CG3051,3,FBgn0023169,Day 2 ,80,1.2899694657257192
CG3051,3,FBgn0023169,Day 3,4,-1.5669026306770533
CG3051,3,FBgn0023169,Day 4 ,46,1.585404970657515
CG3051,3,FBgn0023169,Day 5,22,0.6986670116874985
CG3051,3,FBgn0023169,Sum,388,5.233319929404467
CG31196,3,FBgn0020238,Day 1,112,0.06691941957693137
CG31196,3,FBgn0020238,Day 2 ,42,0.02659730857166422
CG31196,3,FBgn0020238,Day 3,26,-0.41012887648594
CG31196,3,FBgn0020238,Day 4 ,27,-0.16591447367346096
CG31196,3,FBgn0020238,Day 5,5,-1.775778654705725
CG31196,3,FBgn0020238,Sum,212,-0.6035894975612246
CG31421,3,FBgn0046689,Day 1,154,1.0707107132309028
CG31421,3,FBgn0046689,Day 2 ,65,0.7912699300070133
CG31421,3,FBgn0046689,Day 3,38,0.22083862580012176
CG31421,3,FBgn0046689,Day 4 ,22,-0.6267880116552967
CG31421,3,FBgn0046689,Day 5,27,1.426445148861976
CG31421,3,FBgn0046689,Sum,306,2.513850764568179
CG3143,3,FBgn0038197,Day 1,191,1.9550030433546397
CG3143,3,FBgn0038197,Day 2 ,38,-0.10638923428665735
CG3143,3,FBgn0038197,Day 3,10,-1.2514188795340224
CG3143,3,FBgn0038197,Day 4 ,2,-2.47028216358264
CG3143,3,FBgn0038197,Day 5,34,2.4453345409062446
CG3143,3,FBgn0038197,Sum,275,1.485758763227631
CG32018,3,FBgn0011642,Day 1,36,-1.7494648260826362
CG32018,3,FBgn0011642,Day 2 ,4,-1.2367748485823906
CG32018,3,FBgn0011642,Day 3,42,0.43116112656214234
CG32018,3,FBgn0011642,Day 4 ,37,0.7558326022902107
CG32018,3,FBgn0011642,Day 5,22,0.6986670116874985
CG32018,3,FBgn0011642,Sum,141,-2.958251823212157
CG32672,3,FBgn0052672,Day 1,156,1.118510298642997
CG32672,3,FBgn0052672,Day 2 ,53,0.39231030143204854
CG32672,3,FBgn0052672,Day 3,31,-0.14722575053341427
CG32672,3,FBgn0052672,Day 4 ,32,0.2949590643083749
CG32672,3,FBgn0052672,Day 5,8,-1.3391117724010384
CG32672,3,FBgn0052672,Sum,280,1.6515800537664291
CG32796,3,FBgn0040388,Day 1,190,1.9311032506485928
CG32796,3,FBgn0040388,Day 2 ,41,-0.006649327142916173
CG32796,3,FBgn0040388,Day 3,40,0.3259998761811321
CG32796,3,FBgn0040388,Day 4 ,12,-1.5485350876189685
CG32796,3,FBgn0040388,Day 5,21,0.553111384252603
CG32796,3,FBgn0040388,Sum,304,2.44752224835266
CG33166,3,FBgn0020248,Day 1,184,1.7877044944123113
CG33166,3,FBgn0020248,Day 2 ,66,0.8245165657215936
CG33166,3,FBgn0020248,Day 3,32,-0.09464512534290911
CG33166,3,FBgn0020248,Day 4 ,26,-0.2580891812698281
CG33166,3,FBgn0020248,Day 5,26,1.2808895214270806
CG33166,3,FBgn0020248,Sum,334,3.4424499915854483
CG33336,3,FBgn0039044,Day 1,146,0.8795123715825274
CG33336,3,FBgn0039044,Day 2 ,18,-0.7713219485782652
CG33336,3,FBgn0039044,Day 3,54,1.0621286288482041
CG33336,3,FBgn0039044,Day 4 ,6,-2.1015833331971714
CG33336,3,FBgn0039044,Day 5,3,-2.066889909575516
CG33336,3,FBgn0039044,Sum,227,-0.10612562594483038
CG33542,3,FBgn0053542,Day 1,207,2.337399726651391
CG33542,3,FBgn0053542,Day 2 ,49,0.25932375857372697
CG33542,3,FBgn0053542,Day 3,44,0.5363223769431527
CG33542,3,FBgn0053542,Day 4 ,20,-0.8111374268480311
CG33542,3,FBgn0053542,Day 5,26,1.2808895214270806
CG33542,3,FBgn0053542,Sum,346,3.8404210888785637
CG34403,3,FBgn0085432,Day 1,168,1.4053078111155601
CG34403,3,FBgn0085432,Day 2 ,42,0.02659730857166422
CG34403,3,FBgn0085432,Day 3,4,-1.5669026306770533
CG34403,3,FBgn0085432,Day 4 ,30,0.11060964911564053
CG34403,3,FBgn0085432,Day 5,3,-2.066889909575516
CG34403,3,FBgn0085432,Sum,247,0.5571595362103618
CG3715,3,FBgn0015296,Day 1,114,0.11471900498902525
CG3715,3,FBgn0015296,Day 2 ,24,-0.5718421342907829
CG3715,3,FBgn0015296,Day 3,35,0.06309675022860632
CG3715,3,FBgn0015296,Day 4 ,25,-0.3502638888661953
CG3715,3,FBgn0015296,Day 5,14,-0.4657780077916655
CG3715,3,FBgn0015296,Sum,212,-0.6035894975612246
CG3992,3,FBgn0003507,Day 1,32,-1.845063996906824
CG3992,3,FBgn0003507,Day 2 ,38,-0.10638923428665735
CG3992,3,FBgn0003507,Day 3,14,-1.0410963787720018
CG3992,3,FBgn0003507,Day 4 ,8,-1.917233918004437
CG3992,3,FBgn0003507,Day 5,30,1.8631120311666625
CG3992,3,FBgn0003507,Sum,122,-3.5883727272595896
CG40293,3,FBgn0046692,Day 1,175,1.5726063600578888
CG40293,3,FBgn0046692,Day 2 ,68,0.8910098371507544
CG40293,3,FBgn0046692,Day 3,36,0.11567737541911148
CG40293,3,FBgn0046692,Day 4 ,18,-0.9954868420407654
CG40293,3,FBgn0046692,Day 5,22,0.6986670116874985
CG40293,3,FBgn0046692,Sum,319,2.944986119969054
CG42576,3,FBgn0261526,Day 1,73,-0.8651724959588993
CG42576,3,FBgn0261526,Day 2 ,22,-0.6383354057199436
CG42576,3,FBgn0261526,Day 3,14,-1.0410963787720018
CG42576,3,FBgn0261526,Day 4 ,12,-1.5485350876189685
CG42576,3,FBgn0261526,Day 5,1,-2.358001164445307
CG42576,3,FBgn0261526,Sum,122,-3.5883727272595896
CG42840,3,FBgn0262029,Day 1,105,-0.10037912936539722
CG42840,3,FBgn0262029,Day 2 ,69,0.9242564728653349
CG42840,3,FBgn0262029,Day 3,15,-0.9885157535814966
CG42840,3,FBgn0262029,Day 4 ,20,-0.8111374268480311
CG42840,3,FBgn0262029,Day 5,3,-2.066889909575516
CG42840,3,FBgn0262029,Sum,212,-0.6035894975612246
CG4320,3,FBgn0029840,Day 1,95,-0.33937705642586663
CG4320,3,FBgn0029840,Day 2 ,43,0.059843944286244614
CG4320,3,FBgn0029840,Day 3,17,-0.8833545032004864
CG4320,3,FBgn0029840,Day 4 ,2,-2.47028216358264
CG4320,3,FBgn0029840,Day 5,3,-2.066889909575516
CG4320,3,FBgn0029840,Sum,160,-2.3281309191647246
CG43770,3,FBgn0264270,Day 1,0,-2.609857363500326
CG43770,3,FBgn0264270,Day 2 ,0,-1.3697613914407123
CG43770,3,FBgn0264270,Day 3,0,-1.777225131439074
CG43770,3,FBgn0264270,Day 4 ,0,-2.6546315787753745
CG43770,3,FBgn0264270,Day 5,0,-2.5035567918802024
CG43770,3,FBgn0264270,Sum,0,-7.634412216406262
CG4379,3,FBgn0000273,Day 1,168,1.4053078111155601
CG4379,3,FBgn0000273,Day 2 ,41,-0.006649327142916173
CG4379,3,FBgn0000273,Day 3,21,-0.6730320024384657
CG4379,3,FBgn0000273,Day 4 ,8,-1.917233918004437
CG4379,3,FBgn0000273,Day 5,2,-2.2124455370104115
CG4379,3,FBgn0000273,Sum,240,0.32500972945604456
CG4427,3,FBgn0043364,Day 1,166,1.3575082257034663
CG4427,3,FBgn0043364,Day 2 ,38,-0.10638923428665735
CG4427,3,FBgn0043364,Day 3,45,0.5889030021336578
CG4427,3,FBgn0043364,Day 4 ,12,-1.5485350876189685
CG4427,3,FBgn0043364,Day 5,20,0.4075557568177075
CG4427,3,FBgn0043364,Sum,281,1.6847443118741887
CG4698,3,FBgn0010453,Day 1,120,0.2581177612253069
CG4698,3,FBgn0010453,Day 2 ,74,1.0904896514382367
CG4698,3,FBgn0010453,Day 3,21,-0.6730320024384657
CG4698,3,FBgn0010453,Day 4 ,56,2.507152046621187
CG4698,3,FBgn0010453,Day 5,18,0.1164445019479165
CG4698,3,FBgn0010453,Sum,289,1.9500583767362656
CG5092,3,FBgn0021796,Day 1,0,-2.609857363500326
CG5092,3,FBgn0021796,Day 2 ,0,-1.3697613914407123
CG5092,3,FBgn0021796,Day 3,0,-1.777225131439074
CG5092,3,FBgn0021796,Day 4 ,0,-2.6546315787753745
CG5092,3,FBgn0021796,Day 5,0,-2.5035567918802024
CG5092,3,FBgn0021796,Sum,0,-7.634412216406262
CG5504,3,FBgn0002174,Day 1,41,-1.6299658625524016
CG5504,3,FBgn0002174,Day 2 ,14,-0.9043084914365868
CG5504,3,FBgn0002174,Day 3,45,0.5889030021336578
CG5504,3,FBgn0002174,Day 4 ,3,-2.3781074559862727
CG5504,3,FBgn0002174,Day 5,3,-2.066889909575516
CG5504,3,FBgn0002174,Sum,106,-4.119000856983743
CG5575,3,FBgn0011236,Day 1,142,0.7839132007583396
CG5575,3,FBgn0011236,Day 2 ,78,1.2234761942965584
CG5575,3,FBgn0011236,Day 3,36,0.11567737541911148
CG5575,3,FBgn0011236,Day 4 ,19,-0.9033121344443983
CG5575,3,FBgn0011236,Day 5,41,3.464223932950513
CG5575,3,FBgn0011236,Sum,316,2.845493345645775
CG5686,3,FBgn0024248,Day 1,109,-0.0047799585412094565
CG5686,3,FBgn0024248,Day 2 ,31,-0.3391156842887201
CG5686,3,FBgn0024248,Day 3,29,-0.25238700091442456
CG5686,3,FBgn0024248,Day 4 ,14,-1.364185672426234
CG5686,3,FBgn0024248,Day 5,11,-0.902444890096352
CG5686,3,FBgn0024248,Sum,194,-1.2005461435008975
CG5988,3,FBgn0030904,Day 1,0,-2.609857363500326
CG5988,3,FBgn0030904,Day 2 ,0,-1.3697613914407123
CG5988,3,FBgn0030904,Day 3,0,-1.777225131439074
CG5988,3,FBgn0030904,Day 4 ,0,-2.6546315787753745
CG5988,3,FBgn0030904,Day 5,0,-2.5035567918802024
CG5988,3,FBgn0030904,Sum,0,-7.634412216406262
CG6147,3,FBgn0026317,Day 1,181,1.7160051162941703
CG6147,3,FBgn0026317,Day 2 ,72,1.023996380009076
CG6147,3,FBgn0026317,Day 3,27,-0.3575482512954348
CG6147,3,FBgn0026317,Day 4 ,53,2.230627923832085
CG6147,3,FBgn0026317,Day 5,11,-0.902444890096352
CG6147,3,FBgn0026317,Sum,344,3.774092572663044
CG6193,3,FBgn0026598,Day 1,205,2.289600141239297
CG6193,3,FBgn0026598,Day 2 ,64,0.7580232942924329
CG6193,3,FBgn0026598,Day 3,28,-0.3049676261049297
CG6193,3,FBgn0026598,Day 4 ,41,1.1245314326756792
CG6193,3,FBgn0026598,Day 5,27,1.426445148861976
CG6193,3,FBgn0026598,Sum,365,4.470541992925996
CG6667,3,FBgn0260632,Day 1,166,1.3575082257034663
CG6667,3,FBgn0260632,Day 2 ,72,1.023996380009076
CG6667,3,FBgn0260632,Day 3,23,-0.5678707520574554
CG6667,3,FBgn0260632,Day 4 ,45,1.493230263061148
CG6667,3,FBgn0260632,Day 5,34,2.4453345409062446
CG6667,3,FBgn0260632,Sum,340,3.6414355402320058
CG6963,3,FBgn0250823,Day 1,84,-0.602274776192383
CG6963,3,FBgn0250823,Day 2 ,3,-1.270021484296971
CG6963,3,FBgn0250823,Day 3,63,1.5353542555627504
CG6963,3,FBgn0250823,Day 4 ,11,-1.6407097952153356
CG6963,3,FBgn0250823,Day 5,33,2.299778913471349
CG6963,3,FBgn0250823,Sum,194,-1.2005461435008975
CG7037,3,FBgn0020224,Day 1,144,0.8317127861704335
CG7037,3,FBgn0020224,Day 2 ,65,0.7912699300070133
CG7037,3,FBgn0020224,Day 3,43,0.4837417517526475
CG7037,3,FBgn0020224,Day 4 ,20,-0.8111374268480311
CG7037,3,FBgn0020224,Day 5,10,-1.0480005175312475
CG7037,3,FBgn0020224,Sum,282,1.7179085699819483
CG7097,3,FBgn0263395,Day 1,152,1.022911127818809
CG7097,3,FBgn0263395,Day 2 ,37,-0.13963587000123776
CG7097,3,FBgn0263395,Day 3,41,0.37858050137163723
CG7097,3,FBgn0263395,Day 4 ,19,-0.9033121344443983
CG7097,3,FBgn0263395,Day 5,37,2.882001423210931
CG7097,3,FBgn0263395,Sum,286,1.8505656024129868
CG7717,3,FBgn0024329,Day 1,171,1.477007189233701
CG7717,3,FBgn0024329,Day 2 ,60,0.6250367514341113
CG7717,3,FBgn0024329,Day 3,26,-0.41012887648594
CG7717,3,FBgn0024329,Day 4 ,28,-0.0737397660770938
CG7717,3,FBgn0024329,Day 5,18,0.1164445019479165
CG7717,3,FBgn0024329,Sum,303,2.4143579902449
CG7895,3,FBgn0004110,Day 1,211,2.4329988974755787
CG7895,3,FBgn0004110,Day 2 ,96,1.8219156371590055
CG7895,3,FBgn0004110,Day 3,42,0.43116112656214234
CG7895,3,FBgn0004110,Day 4 ,46,1.585404970657515
CG7895,3,FBgn0004110,Day 5,36,2.7364457957760355
CG7895,3,FBgn0004110,Sum,431,6.659383028038131
CG7951,3,FBgn0266411,Day 1,178,1.6443057381760295
CG7951,3,FBgn0266411,Day 2 ,65,0.7912699300070133
CG7951,3,FBgn0266411,Day 3,3,-1.6194832558675585
CG7951,3,FBgn0266411,Day 4 ,35,0.5714831870974764
CG7951,3,FBgn0266411,Day 5,21,0.553111384252603
CG7951,3,FBgn0266411,Sum,302,2.3811937321371404
CG8222,3,FBgn0032006,Day 1,167,1.3814080184095132
CG8222,3,FBgn0032006,Day 2 ,69,0.9242564728653349
CG8222,3,FBgn0032006,Day 3,15,-0.9885157535814966
CG8222,3,FBgn0032006,Day 4 ,42,1.2167061402720465
CG8222,3,FBgn0032006,Day 5,6,-1.6302230272708296
CG8222,3,FBgn0032006,Sum,299,2.281700957813862
CG8384,3,FBgn0001139,Day 1,1,-2.585957570794279
CG8384,3,FBgn0001139,Day 2 ,0,-1.3697613914407123
CG8384,3,FBgn0001139,Day 3,0,-1.777225131439074
CG8384,3,FBgn0001139,Day 4 ,0,-2.6546315787753745
CG8384,3,FBgn0001139,Day 5,0,-2.5035567918802024
CG8384,3,FBgn0001139,Sum,1,-7.601247958298503
CG8416,3,FBgn0014020,Day 1,0,-2.609857363500326
CG8416,3,FBgn0014020,Day 2 ,0,-1.3697613914407123
CG8416,3,FBgn0014020,Day 3,0,-1.777225131439074
CG8416,3,FBgn0014020,Day 4 ,0,-2.6546315787753745
CG8416,3,FBgn0014020,Day 5,0,-2.5035567918802024
CG8416,3,FBgn0014020,Sum,0,-7.634412216406262
CG8433,3,FBgn0029175,Day 1,15,-2.251360472909622
CG8433,3,FBgn0029175,Day 2 ,9,-1.0705416700094887
CG8433,3,FBgn0029175,Day 3,4,-1.5669026306770533
CG8433,3,FBgn0029175,Day 4 ,4,-2.285932748389906
CG8433,3,FBgn0029175,Day 5,2,-2.2124455370104115
CG8433,3,FBgn0029175,Sum,34,-6.506827440742436
CG9211,3,FBgn0031872,Day 1,158,1.1663098840550907
CG9211,3,FBgn0031872,Day 2 ,35,-0.20612914143039854
CG9211,3,FBgn0031872,Day 3,41,0.37858050137163723
CG9211,3,FBgn0031872,Day 4 ,42,1.2167061402720465
CG9211,3,FBgn0031872,Day 5,22,0.6986670116874985
CG9211,3,FBgn0031872,Sum,298,2.248536699706102
CG9375,3,FBgn0003205,Day 1,213,2.4807984828876726
CG9375,3,FBgn0003205,Day 2 ,63,0.7247766585778525
CG9375,3,FBgn0003205,Day 3,38,0.22083862580012176
CG9375,3,FBgn0003205,Day 4 ,35,0.5714831870974764
CG9375,3,FBgn0003205,Day 5,35,2.59089016834114
CG9375,3,FBgn0003205,Sum,384,5.100662896973429
CG9768,3,FBgn0261434,Day 1,122,0.3059173466374008
CG9768,3,FBgn0261434,Day 2 ,19,-0.7380753128636848
CG9768,3,FBgn0261434,Day 3,45,0.5889030021336578
CG9768,3,FBgn0261434,Day 4 ,23,-0.5346133040589296
CG9768,3,FBgn0261434,Day 5,5,-1.775778654705725
CG9768,3,FBgn0261434,Sum,214,-0.5372609813457053
CG9962,3,FBgn0031441,Day 1,174,1.5487065673518419
CG9962,3,FBgn0031441,Day 2 ,31,-0.3391156842887201
CG9962,3,FBgn0031441,Day 3,40,0.3259998761811321
CG9962,3,FBgn0031441,Day 4 ,37,0.7558326022902107
CG9962,3,FBgn0031441,Day 5,5,-1.775778654705725
CG9962,3,FBgn0031441,Sum,287,1.8837298605207464
OR,3,Control,Day 1,29,-1.9167633750249649
OR,3,Control,Day 2 ,35,-0.20612914143039854
OR,3,Control,Day 3,1,-1.7246445062485687
OR,3,Control,Day 4 ,45,1.493230263061148
OR,3,Control,Day 5,9,-1.193556144966143
OR,3,Control,Sum,119,-3.6878655015828685
OR,3,Control,Day 1,23,-2.0601621312612464
OR,3,Control,Day 2 ,84,1.4229560085840407
OR,3,Control,Day 3,33,-0.04206450015240397
OR,3,Control,Day 4 ,17,-1.0876615496371327
OR,3,Control,Day 5,8,-1.3391117724010384
OR,3,Control,Sum,165,-2.1623096286259265
OR,3,Control,Day 1,78,-0.7456735324286646
OR,3,Control,Day 2 ,9,-1.0705416700094887
OR,3,Control,Day 3,44,0.5363223769431527
OR,3,Control,Day 4 ,16,-1.1798362572334997
OR,3,Control,Day 5,28,1.5720007762968715
OR,3,Control,Sum,175,-1.8306670475483302
OR,3,Control,Day 1,26,-1.9884627531431056
OR,3,Control,Day 2 ,3,-1.270021484296971
OR,3,Control,Day 3,62,1.4827736303722454
OR,3,Control,Day 4 ,5,-2.1937580407935386
OR,3,Control,Day 5,9,-1.193556144966143
OR,3,Control,Sum,105,-4.152165115091503
OR,3,Control,Day 1,67,-1.008571252195181
OR,3,Control,Day 2 ,15,-0.8710618557220063
OR,3,Control,Day 3,32,-0.09464512534290911
OR,3,Control,Day 4 ,21,-0.718962719251664
OR,3,Control,Day 5,17,-0.029111125486978997
OR,3,Control,Sum,152,-2.5934449840268012
Tj>,3,Control,Day 1,48,-1.462667313610073
Tj>,3,Control,Day 2 ,28,-0.4388555914324613
Tj>,3,Control,Day 3,37,0.16825800060961663
Tj>,3,Control,Day 4 ,40,1.0323567250793122
Tj>,3,Control,Day 5,27,1.426445148861976
Tj>,3,Control,Sum,180,-1.664845757009532
Tj>,3,Control,Day 1,135,0.616614651816011
Tj>,3,Control,Day 2 ,1,-1.3365147557261319
Tj>,3,Control,Day 3,63,1.5353542555627504
Tj>,3,Control,Day 4 ,24,-0.44243859646256245
Tj>,3,Control,Day 5,19,0.262000129382812
Tj>,3,Control,Sum,242,0.3913382456715638
Tj>,3,Control,Day 1,83,-0.6261745688984299
Tj>,3,Control,Day 2 ,82,1.3564627371548799
Tj>,3,Control,Day 3,20,-0.7256126276289709
Tj>,3,Control,Day 4 ,41,1.1245314326756792
Tj>,3,Control,Day 5,8,-1.3391117724010384
Tj>,3,Control,Sum,234,0.1260241808094869
Tj>,3,Control,Day 1,138,0.6883140299341519
Tj>,3,Control,Day 2 ,54,0.42555693714662896
Tj>,3,Control,Day 3,35,0.06309675022860632
Tj>,3,Control,Day 4 ,19,-0.9033121344443983
Tj>,3,Control,Day 5,15,-0.32022238035677
Tj>,3,Control,Sum,261,1.0214591497189964
Tj>,3,Control,Day 1,142,0.7839132007583396
Tj>,3,Control,Day 2 ,41,-0.006649327142916173
Tj>,3,Control,Day 3,14,-1.0410963787720018
Tj>,3,Control,Day 4 ,20,-0.8111374268480311
Tj>,3,Control,Day 5,17,-0.029111125486978997
Tj>,3,Control,Sum,234,0.1260241808094869
Tj>Bab1RNAi,3,Control,Day 1,140,0.7361136153462458
Tj>Bab1RNAi,3,Control,Day 2 ,27,-0.47210222714704164
Tj>Bab1RNAi,3,Control,Day 3,31,-0.14722575053341427
Tj>Bab1RNAi,3,Control,Day 4 ,24,-0.44243859646256245
Tj>Bab1RNAi,3,Control,Day 5,14,-0.4657780077916655
Tj>Bab1RNAi,3,Control,Sum,236,0.19235269702500613
Tj>Bab2RNAi,3,Control,Day 1,128,0.44931610287368245
Tj>Bab2RNAi,3,Control,Day 2 ,32,-0.3058690485741397
Tj>Bab2RNAi,3,Control,Day 3,13,-1.093677003962507
Tj>Bab2RNAi,3,Control,Day 4 ,31,0.2027843567120077
Tj>Bab2RNAi,3,Control,Day 5,6,-1.6302230272708296
Tj>Bab2RNAi,3,Control,Sum,210,-0.6699180137767438
Tj>Hpo,3,Control,Day 1,0,-2.609857363500326
Tj>Hpo,3,Control,Day 2 ,0,-1.3697613914407123
Tj>Hpo,3,Control,Day 3,0,-1.777225131439074
Tj>Hpo,3,Control,Day 4 ,0,-2.6546315787753745
Tj>Hpo,3,Control,Day 5,0,-2.5035567918802024
Tj>Hpo,3,Control,Sum,0,-7.634412216406262
Tj>HpoRNAi,3,Control,Day 1,190,1.9311032506485928
Tj>HpoRNAi,3,Control,Day 2 ,59,0.5917901157195309
Tj>HpoRNAi,3,Control,Day 3,43,0.4837417517526475
Tj>HpoRNAi,3,Control,Day 4 ,44,1.4010555554647808
Tj>HpoRNAi,3,Control,Day 5,14,-0.4657780077916655
Tj>HpoRNAi,3,Control,Sum,350,3.973078121309602
Tj>Yki,3,Control,Day 1,0,-2.609857363500326
Tj>Yki,3,Control,Day 2 ,0,-1.3697613914407123
Tj>Yki,3,Control,Day 3,0,-1.777225131439074
Tj>Yki,3,Control,Day 4 ,0,-2.6546315787753745
Tj>Yki,3,Control,Day 5,0,-2.5035567918802024
Tj>Yki,3,Control,Sum,0,-7.634412216406262
Tj>YkiRNAi,3,Control,Day 1,0,-2.609857363500326
Tj>YkiRNAi,3,Control,Day 2 ,0,-1.3697613914407123
Tj>YkiRNAi,3,Control,Day 3,0,-1.777225131439074
Tj>YkiRNAi,3,Control,Day 4 ,0,-2.6546315787753745
Tj>YkiRNAi,3,Control,Day 5,0,-2.5035567918802024
Tj>YkiRNAi,3,Control,Sum,0,-7.634412216406262
CG10067,4,FBgn0000044,Day 1,149,1.4916074228370753
CG10067,4,FBgn0000044,Day 2 ,48,-1.1165667519120432
CG10067,4,FBgn0000044,Day 3,74,4.639567927208427
CG10067,4,FBgn0000044,Day 4 ,28,0.6784509771295325
CG10067,4,FBgn0000044,Day 5,45,0.9652341781316803
CG10067,4,FBgn0000044,Sum,344,2.5146569049401704
CG10117,4,FBgn0265974,Day 1,9,-1.408740343790571
CG10117,4,FBgn0265974,Day 2 ,13,-3.120660922010582
CG10117,4,FBgn0265974,Day 3,13,-3.7460215115979154
CG10117,4,FBgn0265974,Day 4 ,5,-0.8439268252099064
CG10117,4,FBgn0265974,Day 5,4,-2.992225952208209
CG10117,4,FBgn0265974,Sum,44,-4.568883672356084
CG10124,4,FBgn0035709,Day 1,158,1.6780583506917097
CG10124,4,FBgn0035709,Day 2 ,101,1.9182044199514587
CG10124,4,FBgn0035709,Day 3,50,1.340319623415768
CG10124,4,FBgn0035709,Day 4 ,38,1.3403543694510278
CG10124,4,FBgn0035709,Day 5,24,-1.0617575959448484
CG10124,4,FBgn0035709,Sum,371,3.1521755568968337
CG10491,4,FBgn0003984,Day 1,136,1.2222894159359365
CG10491,4,FBgn0003984,Day 2 ,66,-0.08588975014708024
CG10491,4,FBgn0003984,Day 3,54,1.8901943407145445
CG10491,4,FBgn0003984,Day 4 ,27,0.612260637897383
CG10491,4,FBgn0003984,Day 5,12,-2.220038609702865
CG10491,4,FBgn0003984,Sum,295,1.3576786106484489
CG10944,4,FBgn0261592,Day 1,0,-1.5951912716452055
CG10944,4,FBgn0261592,Day 2 ,0,-3.865038756618611
CG10944,4,FBgn0261592,Day 3,0,-5.533114342818939
CG10944,4,FBgn0261592,Day 4 ,0,-1.1748785213706538
CG10944,4,FBgn0261592,Day 5,0,-3.378319623460881
CG10944,4,FBgn0261592,Sum,0,-5.607802957026202
CG11086,4,FBgn0033153,Day 1,98,0.43505216499414695
CG11086,4,FBgn0033153,Day 2 ,66,-0.08588975014708024
CG11086,4,FBgn0033153,Day 3,25,-2.0963973597015855
CG11086,4,FBgn0033153,Day 4 ,26,0.5460702986652335
CG11086,4,FBgn0033153,Day 5,26,-0.8687107603185122
CG11086,4,FBgn0033153,Sum,241,0.08264130673512297
CG11217,4,FBgn0015614,Day 1,135,1.2015726461743106
CG11217,4,FBgn0015614,Day 2 ,85,1.0020470850492695
CG11217,4,FBgn0015614,Day 3,54,1.8901943407145445
CG11217,4,FBgn0015614,Day 4 ,42,1.6051157263796259
CG11217,4,FBgn0015614,Day 5,29,-0.5791405068790082
CG11217,4,FBgn0015614,Sum,345,2.5382687068644914
CG11228,4,FBgn0261456,Day 1,184,2.216694364493987
CG11228,4,FBgn0261456,Day 2 ,50,-1.0020470850492695
CG11228,4,FBgn0261456,Day 3,37,-0.446773207805256
CG11228,4,FBgn0261456,Day 4 ,29,0.7446413163616821
CG11228,4,FBgn0261456,Day 5,31,-0.38609367125267213
CG11228,4,FBgn0261456,Sum,331,2.2077034799239996
CG11518,4,FBgn0043900,Day 1,176,2.0509602064009784
CG11518,4,FBgn0043900,Day 2 ,75,0.42944875073540123
CG11518,4,FBgn0043900,Day 3,54,1.8901943407145445
CG11518,4,FBgn0043900,Day 4 ,38,1.3403543694510278
CG11518,4,FBgn0043900,Day 5,51,1.5443746850106885
CG11518,4,FBgn0043900,Sum,394,3.695247001156213
CG11561,4,FBgn0003444,Day 1,81,0.08286707904650419
CG11561,4,FBgn0003444,Day 2 ,68,0.028629916715693413
CG11561,4,FBgn0003444,Day 3,17,-3.1961467942991386
CG11561,4,FBgn0003444,Day 4 ,40,1.4727350479153267
CG11561,4,FBgn0003444,Day 5,22,-1.2548044315711844
CG11561,4,FBgn0003444,Sum,228,-0.22431211828104808
CG11895,4,FBgn0024836,Day 1,82,0.10358384880813022
CG11895,4,FBgn0024836,Day 2 ,82,0.830267584755109
CG11895,4,FBgn0024836,Day 3,43,0.3780388681429089
CG11895,4,FBgn0024836,Day 4 ,18,0.01654758480803738
CG11895,4,FBgn0024836,Day 5,2,-3.185272787834545
CG11895,4,FBgn0024836,Sum,227,-0.24792392020536894
CG11942,4,FBgn0031074,Day 1,1,-1.5744745018835793
CG11942,4,FBgn0031074,Day 2 ,95,1.5746454193631378
CG11942,4,FBgn0031074,Day 3,20,-2.7837407563250562
CG11942,4,FBgn0031074,Day 4 ,12,-0.38059445058485974
CG11942,4,FBgn0031074,Day 5,21,-1.3513278493843524
CG11942,4,FBgn0031074,Sum,149,-2.089644470302395
CG11990,4,FBgn0037657,Day 1,162,1.7609254297382138
CG11990,4,FBgn0037657,Day 2 ,103,2.0327240868142322
CG11990,4,FBgn0037657,Day 3,80,5.464380003156593
CG11990,4,FBgn0037657,Day 4 ,30,0.8108316555938316
CG11990,4,FBgn0037657,Day 5,46,1.0617575959448484
CG11990,4,FBgn0037657,Sum,421,4.332765653112876
CG12072,4,FBgn0011739,Day 1,153,1.5744745018835793
CG12072,4,FBgn0011739,Day 2 ,71,0.2004094170098539
CG12072,4,FBgn0011739,Day 3,47,0.9279135854416855
CG12072,4,FBgn0011739,Day 4 ,52,2.267019118701121
CG12072,4,FBgn0011739,Day 5,24,-1.0617575959448484
CG12072,4,FBgn0011739,Sum,347,2.5854923107131333
CG1214,4,FBgn0003295,Day 1,84,0.1450173883313823
CG1214,4,FBgn0003295,Day 2 ,80,0.7157479178923354
CG1214,4,FBgn0003295,Day 3,46,0.7904449061169914
CG1214,4,FBgn0003295,Day 4 ,33,1.00940267329028
CG1214,4,FBgn0003295,Day 5,33,-0.19304683562633607
CG1214,4,FBgn0003295,Sum,276,0.9090543740863527
CG12147,4,FBgn0037325,Day 1,120,0.89082109974992
CG12147,4,FBgn0037325,Day 2 ,78,0.6012282510295617
CG12147,4,FBgn0037325,Day 3,44,0.5155075474676031
CG12147,4,FBgn0037325,Day 4 ,38,1.3403543694510278
CG12147,4,FBgn0037325,Day 5,33,-0.19304683562633607
CG12147,4,FBgn0037325,Sum,313,1.7826910452862241
